input_row_number,extracted_identifier,extracted_product_name,extracted_manufacturer,source_filename,matched_source_page,disposition,canonical_product_id,canonical_catalog_number,match_basis,evidence_strength,reason_code,owner_review_note
14,ASP-10,ASPIRA® DRAINAGE SYSTEM - Drainage Kit with Bottle/Dressing Kit,Merit Medical Systems,401418001.pdf,PDF p. 14,existing_exact,PRD-CC55BDA6C8,ASP-10,exact_identifier,high,exact_identifier,
15,ASP-4,ASPIRA® DRAINAGE SYSTEM - Drainage Kit with Bottle/Dressing Kit,Merit Medical Systems,401418001.pdf,PDF p. 14,existing_exact,PRD-A5F6B25BCB,ASP-4,exact_identifier,high,exact_identifier,
242,TAPS-5F-10LT,THORACENTESIS AND PARACENTESIS SET - 5F; 10 cm; Straight; Fixed,Merit Medical Systems,401418001.pdf,PDF p. 12,existing_exact,PRD-806A35FA67,TAPS-5F-10LT,exact_identifier,high,exact_identifier,
246,TAPS-6F-10LT,THORACENTESIS AND PARACENTESIS SET - 6F; 10 cm; Straight; Fixed,Merit Medical Systems,401418001.pdf,PDF p. 12,existing_exact,PRD-8E8D4D1565,TAPS-6F-10LT,exact_identifier,high,exact_identifier,
249,TAPS-8F-10LT,THORACENTESIS AND PARACENTESIS SET - 8F; 10 cm; Straight; Fixed,Merit Medical Systems,401418001.pdf,PDF p. 12,existing_exact,PRD-F5AE18C06E,TAPS-8F-10LT,exact_identifier,high,exact_identifier,
254,RTT14038MB,Thoracostomy Tray for Pneumothorax - ReSolve® Thoracostomy Tray,Merit Medical Systems,401418001.pdf,PDF p. 8,existing_exact,PRD-B1E837841F,RTT14038MB,exact_identifier,high,exact_identifier,
265,TAPS-6F-12PLT,THORACENTESIS AND PARACENTESIS SET - 6F; 12 cm; Pigtail; Fixed,Merit Medical Systems,401418001.pdf; 401423001-A.pdf,PDF p. 12,existing_exact,PRD-BEE0D63766,TAPS-6F-12PLT,exact_identifier,high,exact_identifier,
284,TAPS-8F-7LT,EXPANDED EXPANDED CATHETER CATHETER - Thoracentesis and; Paracentesis Set,Merit Medical Systems,401418001.pdf; Thoracentesis & Paracentesis Set - a Convienent All-in-One Centisis Set.pdf,PDF p. 12,existing_exact,PRD-A4575632E4,TAPS-8F-7LT,exact_identifier,high,exact_identifier,
286,TAPS-5F-7LT,THORACENTESIS AND PARACENTESIS SET - 5F; 7 cm; Straight; Fixed,Merit Medical Systems,401418001.pdf; Thoracentesis & Paracentesis Set - a Convienent All-in-One Centisis Set.pdf,PDF p. 12,existing_exact,PRD-FCEC968C4E,TAPS-5F-7LT,exact_identifier,high,exact_identifier,
296,20183-066,"Bipolar Adapter Cable, Standard to International 2 x 4 mm Socket, 30 cm",ERBE,85100-165_Cables-and-adapters.pdf,"Bipolar adapters, catalog p. 16",existing_exact,PRD-574BC79D2B,20183-066,existing_exact,high,existing_exact,
297,20183-053,"Bipolar Adapter, International 22 mm to Standard",ERBE,85100-165_Cables-and-adapters.pdf,"Bipolar adapters, catalog p. 16",existing_exact,PRD-E4FE22C28D,20183-053,existing_exact,high,existing_exact,
298,20183-100,"Bipolar Adapter, MF Socket / MF2 Plug for VIO 300 D",ERBE,85100-165_Cables-and-adapters.pdf,"Bipolar adapters, catalog p. 17",existing_exact,PRD-DA396EF06D,20183-100,existing_exact,high,existing_exact,
299,20183-101,"Bipolar Adapter, MF2/MFU Socket / MF Plug for VIO 3 / VIO 300 D",ERBE,85100-165_Cables-and-adapters.pdf,"Bipolar adapters, catalog p. 17",existing_exact,PRD-6BC32547CD,20183-101,existing_exact,high,existing_exact,
300,20183-025,"Bipolar Adapter, Standard to Martin/Berchtold/Aesculap",ERBE,85100-165_Cables-and-adapters.pdf,"Bipolar adapters, catalog p. 16",existing_exact,PRD-D723C6FF62,20183-025,existing_exact,high,existing_exact,
301,20183-055,"Bipolar Adapter, Valleylab 28 mm to Standard",ERBE,85100-165_Cables-and-adapters.pdf,"Bipolar adapters, catalog p. 16",existing_exact,PRD-704E468EF5,20183-055,existing_exact,high,existing_exact,
302,20196-063,"Bipolar Connecting Cable, 2-Pin 22 mm, Angled, 4.5 m",ERBE,85100-165_Cables-and-adapters.pdf,"Bipolar cables, catalog p. 9",existing_exact,PRD-3353BDD6CD,20196-063,existing_exact,high,existing_exact,
303,20196-066,"Bipolar Connecting Cable, 2-Pin 28 mm, Aesculap, 4.5 m",ERBE,85100-165_Cables-and-adapters.pdf,"Bipolar cables, catalog p. 10",existing_exact,PRD-93A3E7F825,20196-066,existing_exact,high,existing_exact,
304,20196-064,"Bipolar Connecting Cable, 2-Pin 28 mm, Angled, 4.5 m",ERBE,85100-165_Cables-and-adapters.pdf,"Bipolar cables, catalog p. 10",existing_exact,PRD-695BD279A8,20196-064,existing_exact,high,existing_exact,
305,20196-067,"Bipolar Connecting Cable, 2-Pin 28 mm, Fixation Forceps, 4.5 m",ERBE,85100-165_Cables-and-adapters.pdf,"Bipolar cables, catalog p. 10",existing_exact,PRD-79B8CF6846,20196-067,existing_exact,high,existing_exact,
306,20196-062,"Bipolar Connecting Cable, 8/4 mm Forceps, Angled, 4.5 m",ERBE,85100-165_Cables-and-adapters.pdf,"Bipolar cables, catalog p. 9",existing_exact,PRD-6F4B58CFF2,20196-062,existing_exact,high,existing_exact,
307,20196-065,"Bipolar Connecting Cable, Aesculap, Angled, 4.5 m",ERBE,85100-165_Cables-and-adapters.pdf,"Bipolar cables, catalog p. 9",existing_exact,PRD-88D778F3A4,20196-065,existing_exact,high,existing_exact,
308,20196-053,"Bipolar Connecting Cable, International 2-Pin 22 mm, 4 m",ERBE,85100-165_Cables-and-adapters.pdf,"Bipolar cables, catalog p. 9",existing_exact,PRD-9DCC5EC86C,20196-053,existing_exact,high,existing_exact,
309,20196-061,"Bipolar Connecting Cable, International 2-Pin 22 mm, 5 m",ERBE,85100-165_Cables-and-adapters.pdf,"Bipolar cables, catalog p. 9",existing_exact,PRD-0ADECF7C68,20196-061,existing_exact,high,existing_exact,
310,20196-107,"Bipolar Connecting Cable, International, 4 m, for BiSect",ERBE,85100-165_Cables-and-adapters.pdf,"Bipolar cables, catalog p. 9",existing_exact,PRD-535FE6B186,20196-107,existing_exact,high,existing_exact,
311,20196-047,"Bipolar Connecting Cable, Martin Standard, 4 m",ERBE,85100-165_Cables-and-adapters.pdf,"Bipolar cables, catalog p. 11",existing_exact,PRD-19D03D9B14,20196-047,existing_exact,high,existing_exact,
312,20196-059,"Bipolar Connecting Cable, Martin Standard, 5 m",ERBE,85100-165_Cables-and-adapters.pdf,"Bipolar cables, catalog p. 11",existing_exact,PRD-0A9806F6F2,20196-059,existing_exact,high,existing_exact,
313,21196-115,"Bipolar Connecting Cable, Olympus MF-U, 4.5 m",ERBE,85100-165_Cables-and-adapters.pdf,"Bipolar cables, catalog p. 12",existing_exact,PRD-9CAAE08C97,21196-115,existing_exact,high,existing_exact,
314,20196-115,"Bipolar Connecting Cable, Olympus Resectoscope MF, 4 m",ERBE,85100-165_Cables-and-adapters.pdf,"Bipolar cables, catalog p. 11",existing_exact,PRD-E94BC99DC8,20196-115,existing_exact,high,existing_exact,
315,20196-121,"Bipolar Connecting Cable, Standard, 4 m, 2-Pin Connection",ERBE,85100-165_Cables-and-adapters.pdf,"Bipolar cables, catalog p. 8",existing_exact,PRD-C47EB33229,20196-121,existing_exact,high,existing_exact,
316,20196-106,"Bipolar Connecting Cable, Standard, 4 m, for BiSect Scissors",ERBE,85100-165_Cables-and-adapters.pdf,"Bipolar cables, catalog p. 8",existing_exact,PRD-1DDAD96A7B,20196-106,existing_exact,high,existing_exact,
317,20196-130,"Bipolar Connecting Cable, Standard, 4 m, for da Vinci Instruments",ERBE,85100-165_Cables-and-adapters.pdf,"Bipolar cables, catalog p. 9",existing_exact,PRD-77DCFC650E,20196-130,existing_exact,high,existing_exact,
318,20196-048,"Bipolar Connecting Cable, Standard, 4 m, for Fixation Forceps",ERBE,85100-165_Cables-and-adapters.pdf,"Bipolar cables, catalog p. 8",existing_exact,PRD-A24DAA76C6,20196-048,existing_exact,high,existing_exact,
319,20196-060,"Bipolar Connecting Cable, Standard, 5 m, for Fixation Forceps",ERBE,85100-165_Cables-and-adapters.pdf,"Bipolar cables, catalog p. 8",existing_exact,PRD-E27A6FA17A,20196-060,existing_exact,high,existing_exact,
320,20196-118,"Bipolar Connecting Cable, STORZ MF, 4 m",ERBE,85100-165_Cables-and-adapters.pdf,"Bipolar cables, catalog p. 11",existing_exact,PRD-1062EA74E3,20196-118,existing_exact,high,existing_exact,
321,21196-118,"Bipolar Connecting Cable, STORZ MF-U, 4.5 m",ERBE,85100-165_Cables-and-adapters.pdf,"Bipolar cables, catalog p. 12",existing_exact,PRD-5CD3FA131B,21196-118,existing_exact,high,existing_exact,
322,20196-127,"Bipolar Connecting Cable, Valleylab 2-Pin 28 mm, 4 m, 2-Pin Forceps",ERBE,85100-165_Cables-and-adapters.pdf,"Bipolar cables, catalog p. 10",existing_exact,PRD-4896D3D636,20196-127,existing_exact,high,existing_exact,
323,20196-055,"Bipolar Connecting Cable, Valleylab 2-Pin 28 mm, 4 m, European Flat Plug",ERBE,85100-165_Cables-and-adapters.pdf,"Bipolar cables, catalog p. 10",existing_exact,PRD-486F6703A9,20196-055,existing_exact,high,existing_exact,
324,20196-129,"Bipolar Connecting Cable, Valleylab 2-Pin 28 mm, 4 m, for da Vinci",ERBE,85100-165_Cables-and-adapters.pdf,"Bipolar cables, catalog p. 10",existing_exact,PRD-0C7A44B87D,20196-129,existing_exact,high,existing_exact,
325,20196-045,"Bipolar Connecting Cable, VIO/ICC/ACC T-Series Standard, 4 m, European Flat Plug",ERBE,85100-165_Cables-and-adapters.pdf,"Bipolar cables, catalog p. 8",existing_exact,PRD-BCD783DD13,20196-045,existing_exact,high,existing_exact,
326,20196-057,"Bipolar Connecting Cable, VIO/ICC/ACC T-Series Standard, 5 m, European Flat Plug",ERBE,85100-165_Cables-and-adapters.pdf,"Bipolar cables, catalog p. 8",existing_exact,PRD-57A313D4DB,20196-057,existing_exact,high,existing_exact,
327,20196-119,"Bipolar Connecting Cable, WOLF MF, 4 m",ERBE,85100-165_Cables-and-adapters.pdf,"Bipolar cables, catalog p. 11",existing_exact,PRD-E0E5A0320D,20196-119,existing_exact,high,existing_exact,
328,21196-119,"Bipolar Connecting Cable, WOLF MF-U, 4.5 m",ERBE,85100-165_Cables-and-adapters.pdf,"Bipolar cables, catalog p. 12",existing_exact,PRD-55D98AAFB1,21196-119,existing_exact,high,existing_exact,
329,20183-102,"Fastening Set for ERBE Adapter 20183-100/101, VIO 300 D",ERBE,85100-165_Cables-and-adapters.pdf,"Bipolar adapters, catalog p. 17",existing_exact,PRD-40F9EDE43C,20183-102,existing_exact,high,existing_exact,
330,20183-103,"Fastening Set for ERBE Adapter 20183-101, VIO 3",ERBE,85100-165_Cables-and-adapters.pdf,"Bipolar adapters, catalog p. 17",existing_exact,PRD-6DF43B832B,20183-103,existing_exact,high,existing_exact,
331,20132-095,Irrigation Adapter for APC Applicators,ERBE,85100-165_Cables-and-adapters.pdf,"Irrigation adapters, catalog p. 19",existing_exact,PRD-9349B7D1F6,20132-095,existing_exact,high,existing_exact,
332,20132-087,Irrigation Adapter for APC Applicators with Handles,ERBE,85100-165_Cables-and-adapters.pdf,"Irrigation adapters, catalog p. 19",existing_exact,PRD-456C006CCE,20132-087,existing_exact,high,existing_exact,
333,20132-203,"Irrigation Adapter for Flexible APC Probes, Luer Lock",ERBE,85100-165_Cables-and-adapters.pdf,"Irrigation adapters, catalog p. 19",existing_exact,PRD-7A53694B65,20132-203,existing_exact,high,existing_exact,
334,20183-067,"Monopolar Adapter, Bovie Jack to 2-7 mm Instrument Connector",ERBE,85100-165_Cables-and-adapters.pdf,"Monopolar adapters, catalog p. 15",existing_exact,PRD-27460DB568,20183-067,existing_exact,high,existing_exact,
335,20183-028,"Monopolar Adapter, Standard Socket to International 3-Pin",ERBE,85100-165_Cables-and-adapters.pdf,"Monopolar adapters, catalog p. 15",existing_exact,PRD-E5D003B78D,20183-028,existing_exact,high,existing_exact,
336,20183-047,"Monopolar Adapter, Standard Socket to Martin",ERBE,85100-165_Cables-and-adapters.pdf,"Monopolar adapters, catalog p. 15",existing_exact,PRD-EE226986CB,20183-047,existing_exact,high,existing_exact,
337,20192-134,"Monopolar Connecting Cable, 3-Pin to 4 mm Pin, 4.5 m",ERBE,85100-165_Cables-and-adapters.pdf,"Monopolar cables, catalog p. 5",existing_exact,PRD-A1BB9D424D,20192-134,existing_exact,high,existing_exact,
338,20192-132,"Monopolar Connecting Cable, 3-Pin to 4 mm Socket for Needle/STORZ, 4.5 m",ERBE,85100-165_Cables-and-adapters.pdf,"Monopolar cables, catalog p. 5",existing_exact,PRD-14ED7EA20B,20192-132,existing_exact,high,existing_exact,
339,20192-133,"Monopolar Connecting Cable, 3-Pin to 4 mm Socket, 4.5 m",ERBE,85100-165_Cables-and-adapters.pdf,"Monopolar cables, catalog p. 5",existing_exact,PRD-241DE5F6DF,20192-133,existing_exact,high,existing_exact,
340,20192-135,"Monopolar Connecting Cable, 3-Pin to Olympus 3 mm Socket, 4.5 m",ERBE,85100-165_Cables-and-adapters.pdf,"Monopolar cables, catalog p. 5",existing_exact,PRD-D063F090C6,20192-135,existing_exact,high,existing_exact,
341,20192-113,"Monopolar Connecting Cable, Bovie Jack 8 mm to 4 mm, 4 m",ERBE,85100-165_Cables-and-adapters.pdf,"Monopolar cables, catalog p. 5",existing_exact,PRD-E91AF4A4B3,20192-113,existing_exact,high,existing_exact,
342,20192-117,"Monopolar Connecting Cable, Bovie Jack 8 mm to Olympus 3 mm, 4 m",ERBE,85100-165_Cables-and-adapters.pdf,"Monopolar cables, catalog p. 5",existing_exact,PRD-D41DE241C1,20192-117,existing_exact,high,existing_exact,
343,20192-099,"Monopolar Connecting Cable, Martin Standard, 4 m, for Pencil/Hook",ERBE,85100-165_Cables-and-adapters.pdf,"Monopolar cables, catalog p. 6",existing_exact,PRD-24DF8E0987,20192-099,existing_exact,high,existing_exact,
344,20192-101,"Monopolar Connecting Cable, Standard, 4 m, 4 mm Socket for Needle/STORZ",ERBE,85100-165_Cables-and-adapters.pdf,"Monopolar cables, catalog p. 4",existing_exact,PRD-95ADE8F814,20192-101,existing_exact,high,existing_exact,
345,20192-104,"Monopolar Connecting Cable, Standard, 4 m, for CUT/COAG 4 mm Instruments",ERBE,85100-165_Cables-and-adapters.pdf,"Monopolar cables, catalog p. 4",existing_exact,PRD-F9C809D277,20192-104,existing_exact,high,existing_exact,
346,20192-119,"Monopolar Connecting Cable, Standard, 4 m, for Olympus 3 mm Snares",ERBE,85100-165_Cables-and-adapters.pdf,"Monopolar cables, catalog p. 4",existing_exact,PRD-DA3218ED45,20192-119,existing_exact,high,existing_exact,
347,20192-097,"Monopolar Connecting Cable, Standard, 4 m, for Suction Coagulation Electrode",ERBE,85100-165_Cables-and-adapters.pdf,"Monopolar cables, catalog p. 4",existing_exact,PRD-BBCDFBC541,20192-097,existing_exact,high,existing_exact,
348,20192-110,"Monopolar Connecting Cable, VIO/ICC/ACC International, 4 m, for Pencil/Hook",ERBE,85100-165_Cables-and-adapters.pdf,"Monopolar cables, catalog p. 6",existing_exact,PRD-CB585AE377,20192-110,existing_exact,high,existing_exact,
349,20192-127,"Monopolar Connecting Cable, VIO/ICC/ACC, Standard, 4 m, for Pencil/Hook",ERBE,85100-165_Cables-and-adapters.pdf,"Monopolar cables, catalog p. 4",existing_exact,PRD-D85D52F0CD,20192-127,existing_exact,high,existing_exact,
350,20192-094,"Monopolar Connecting Cable, VIO/ICC/ACC, Standard, 5 m, for Pencil/Hook",ERBE,85100-165_Cables-and-adapters.pdf,"Monopolar cables, catalog p. 4",existing_exact,PRD-27BD1F9DB6,20192-094,existing_exact,high,existing_exact,
351,20194-075,"Return-Electrode Connecting Cable, International, 4 m, Silicone",ERBE,85100-165_Cables-and-adapters.pdf,"Return-electrode cables, catalog p. 13",existing_exact,PRD-71FB94BD46,20194-075,existing_exact,high,existing_exact,
352,20194-079,"Return-Electrode Connecting Cable, International, 4 m, Single-Contact Electrode",ERBE,85100-165_Cables-and-adapters.pdf,"Return-electrode cables, catalog p. 14",existing_exact,PRD-415D12A635,20194-079,existing_exact,high,existing_exact,
353,20194-080,"Return-Electrode Connecting Cable, International, 4 m, Split-Contact Electrode",ERBE,85100-165_Cables-and-adapters.pdf,"Return-electrode cables, catalog p. 14",existing_exact,PRD-4D06DCE96B,20194-080,existing_exact,high,existing_exact,
354,20194-089,"Return-Electrode Connecting Cable, International, 5 m, Silicone",ERBE,85100-165_Cables-and-adapters.pdf,"Return-electrode cables, catalog p. 13",existing_exact,PRD-27BE0EC96A,20194-089,existing_exact,high,existing_exact,
355,20194-086,"Return-Electrode Connecting Cable, International, 5 m, Single-Contact Electrode",ERBE,85100-165_Cables-and-adapters.pdf,"Return-electrode cables, catalog p. 14",existing_exact,PRD-8905E9BA40,20194-086,existing_exact,high,existing_exact,
356,20194-087,"Return-Electrode Connecting Cable, International, 5 m, Split-Contact Electrode",ERBE,85100-165_Cables-and-adapters.pdf,"Return-electrode cables, catalog p. 14",existing_exact,PRD-E060DC2383,20194-087,existing_exact,high,existing_exact,
357,20194-077,"Return-Electrode Connecting Cable, Standard, 4 m, Contact Stud",ERBE,85100-165_Cables-and-adapters.pdf,"Return-electrode cables, catalog p. 13",existing_exact,PRD-CDCBBB4171,20194-077,existing_exact,high,existing_exact,
358,20194-070,"Return-Electrode Connecting Cable, Standard, 4 m, Silicone",ERBE,85100-165_Cables-and-adapters.pdf,"Return-electrode cables, catalog p. 13",existing_exact,PRD-0F561988AB,20194-070,existing_exact,high,existing_exact,
359,20194-078,"Return-Electrode Connecting Cable, Standard, 5 m, Contact Stud",ERBE,85100-165_Cables-and-adapters.pdf,"Return-electrode cables, catalog p. 13",existing_exact,PRD-D194D5A02B,20194-078,existing_exact,high,existing_exact,
360,20194-088,"Return-Electrode Connecting Cable, Standard, 5 m, Silicone",ERBE,85100-165_Cables-and-adapters.pdf,"Return-electrode cables, catalog p. 13",existing_exact,PRD-EC8645595D,20194-088,existing_exact,high,existing_exact,
361,20132-249,Adapter for APCapplicator to APC 2 Standard Socket,ERBE,85100-169_APC-accessories.pdf,"APC applicator/adapters, catalog p. 8",existing_exact,PRD-EC8FB40FB0,20132-249,existing_exact,high,existing_exact,
362,20132-227,Adapter for FiAPC Probes to APC 2 / APC 300,ERBE,85100-169_APC-accessories.pdf,"FiAPC probes, catalog p. 6",existing_exact,PRD-63E9945A0A,20132-227,existing_exact,high,existing_exact,
363,20183-071,"APC Ignition Test Adapter for VIO D/S, ICC, International",ERBE,85100-169_APC-accessories.pdf,"APC ignition test adapters, catalog p. 8",existing_exact,PRD-1425225614,20183-071,existing_exact,high,existing_exact,
364,20183-070,"APC Ignition Test Adapter for VIO D/S, ICC, Standard",ERBE,85100-169_APC-accessories.pdf,"APC ignition test adapters, catalog p. 8",existing_exact,PRD-DCA951086F,20183-070,existing_exact,high,existing_exact,
365,20132-257,"APCapplicator, Malleable, 160 mm, 1 Button",ERBE,85100-169_APC-accessories.pdf,"APCapplicator, catalog pp. 7-8",existing_exact,PRD-DC7D6310BB,20132-257,existing_exact,high,existing_exact,
366,20132-256,"APCapplicator, Malleable, 250 mm, 1 Button",ERBE,85100-169_APC-accessories.pdf,"APCapplicator, catalog pp. 7-8",existing_exact,PRD-A83D0CAAC1,20132-256,existing_exact,high,existing_exact,
367,20132-253,"APCapplicator, Rigid, 100 mm, Needle Electrode",ERBE,85100-169_APC-accessories.pdf,"APCapplicator, catalog pp. 7-8",existing_exact,PRD-D7F9A3A5D0,20132-253,existing_exact,high,existing_exact,
368,20132-252,"APCapplicator, Rigid, 100 mm, Spatula Electrode",ERBE,85100-169_APC-accessories.pdf,"APCapplicator, catalog pp. 7-8",existing_exact,PRD-1708F37D2C,20132-252,existing_exact,high,existing_exact,
369,20132-251,"APCapplicator, Rigid, 35 mm, Needle Electrode",ERBE,85100-169_APC-accessories.pdf,"APCapplicator, catalog pp. 7-8",existing_exact,PRD-8C5BA93DCA,20132-251,existing_exact,high,existing_exact,
370,20132-250,"APCapplicator, Rigid, 35 mm, Spatula Electrode",ERBE,85100-169_APC-accessories.pdf,"APCapplicator, catalog pp. 7-8",existing_exact,PRD-D76C39F2B7,20132-250,existing_exact,high,existing_exact,
371,20132-255,"APCapplicator, Rigid, 350 mm, Needle Electrode",ERBE,85100-169_APC-accessories.pdf,"APCapplicator, catalog pp. 7-8",existing_exact,PRD-D9A63C6C45,20132-255,existing_exact,high,existing_exact,
372,20132-254,"APCapplicator, Rigid, 350 mm, Spatula Electrode",ERBE,85100-169_APC-accessories.pdf,"APCapplicator, catalog pp. 7-8",existing_exact,PRD-2218769436,20132-254,existing_exact,high,existing_exact,
373,20132-004,"Argon Gas Cylinder, 5 L, 200 bar, Filled",ERBE,85100-169_APC-accessories.pdf,"APC pressure reducers and gas accessories, catalog pp. 10-11",existing_exact,PRD-B21BCEFB54,20132-004,existing_exact,high,existing_exact,
374,20132-165,"Argon Gas Cylinder, 5 L, Empty, CGA 580",ERBE,85100-169_APC-accessories.pdf,"APC pressure reducers and gas accessories, catalog pp. 10-11",existing_exact,PRD-D454A9C046,20132-165,existing_exact,high,existing_exact,
375,20132-171,"Argon Gas Cylinder, 5 L, Empty, DIN 477 No. 6",ERBE,85100-169_APC-accessories.pdf,"APC pressure reducers and gas accessories, catalog pp. 10-11",existing_exact,PRD-78096620FF,20132-171,existing_exact,high,existing_exact,
376,20132-085,"Central Gas Supply Connecting Tube for APC, 1 m",ERBE,85100-169_APC-accessories.pdf,"APC pressure reducers and gas accessories, catalog pp. 10-11",existing_exact,PRD-B79F76C6D6,20132-085,existing_exact,high,existing_exact,
377,20132-321,FiAPC plus Probe 2200 A with Filter,ERBE,85100-169_APC-accessories.pdf,"FiAPC plus probes, catalog p. 4",existing_exact,PRD-21F6CB5BAC,20132-321,existing_exact,high,existing_exact,
378,20132-325,FiAPC plus Probe 2200 C with Filter,ERBE,85100-169_APC-accessories.pdf,"FiAPC plus probes, catalog p. 4",existing_exact,PRD-5AB3F8988B,20132-325,existing_exact,high,existing_exact,
379,20132-324,FiAPC plus Probe 2200 SC with Filter,ERBE,85100-169_APC-accessories.pdf,"FiAPC plus probes, catalog p. 4",existing_exact,PRD-4E9412A49F,20132-324,existing_exact,high,existing_exact,
380,20132-323,FiAPC plus Probe 3000 A with Filter,ERBE,85100-169_APC-accessories.pdf,"FiAPC plus probes, catalog p. 4",existing_exact,PRD-19BAA6E1D6,20132-323,existing_exact,high,existing_exact,
381,20132-220,FiAPC Probe 1500 A,ERBE,85100-169_APC-accessories.pdf,"FiAPC probes, catalog pp. 5-6",existing_exact,PRD-A48A455A5E,20132-220,existing_exact,high,existing_exact,
382,20132-221,FiAPC Probe 2200 A,ERBE,85100-169_APC-accessories.pdf,"FiAPC probes, catalog pp. 5-6",existing_exact,PRD-5445BFA070,20132-221,existing_exact,high,existing_exact,
383,20132-222,FiAPC Probe 2200 A,ERBE,85100-169_APC-accessories.pdf,"FiAPC probes, catalog pp. 5-6",existing_exact,PRD-C3FDFF59E0,20132-222,existing_exact,high,existing_exact,
384,20132-225,FiAPC Probe 2200 C,ERBE,85100-169_APC-accessories.pdf,"FiAPC probes, catalog pp. 5-6",existing_exact,PRD-C492434340,20132-225,existing_exact,high,existing_exact,
385,20132-224,FiAPC Probe 2200 SC,ERBE,85100-169_APC-accessories.pdf,"FiAPC probes, catalog pp. 5-6",existing_exact,PRD-DE4182B356,20132-224,existing_exact,high,existing_exact,
386,20132-223,FiAPC Probe 3000 A,ERBE,85100-169_APC-accessories.pdf,"FiAPC probes, catalog pp. 5-6",existing_exact,PRD-3A183102CF,20132-223,existing_exact,high,existing_exact,
387,20132-226,FiAPC Probe 3000 A,ERBE,85100-169_APC-accessories.pdf,"FiAPC probes, catalog pp. 5-6",existing_exact,PRD-99494D8DD0,20132-226,existing_exact,high,existing_exact,
388,20134-003,"Pressure Reducer with Sensor for APC 2/APC 3, BS 341 No. 3",ERBE,85100-169_APC-accessories.pdf,"APC pressure reducers and gas accessories, catalog pp. 10-11",existing_exact,PRD-1BD0F9BD70,20134-003,existing_exact,high,existing_exact,
