input_row_number,extracted_identifier,extracted_product_name,extracted_manufacturer,source_filename,matched_source_page,disposition,canonical_product_id,canonical_catalog_number,match_basis,evidence_strength,reason_code,owner_review_note
64,VAC130,"DRAINAGE ACCESSORIES - VacLok® Syringe, 30 mL",Merit Medical Systems,401418001.pdf,PDF p. 17,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
65,MDD600,"DRAINAGE BAGS AND TUBING - Bag, 600 mL",Merit Medical Systems,401418001.pdf,PDF p. 16,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
66,MDD600PML,"DRAINAGE BAGS AND TUBING - Bag, 600 mL (with polypropylene luer)",Merit Medical Systems,401418001.pdf,PDF p. 16,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
67,K10-00230B,"DRAINAGE BAGS AND TUBING - Closed Waste System with 1,400-mL MDD Bag, Tubing, and CRV Valve (designed for quick and safe drainage elimination)",Merit Medical Systems,401418001.pdf,PDF p. 16,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
68,K10-04131A,"DRAINAGE BAGS AND TUBING - Connecting Tubing with One-way Stopcock, 30 cm",Merit Medical Systems,401418001.pdf,PDF p. 16,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
69,K10-04132A,"DRAINAGE BAGS AND TUBING - Connecting Tubing with One-way Stopcock, 42 cm",Merit Medical Systems,401418001.pdf,PDF p. 16,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
70,K10-04129A,"DRAINAGE BAGS AND TUBING - Connecting Tubing, 30 cm",Merit Medical Systems,401418001.pdf,PDF p. 16,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
71,K10-04130A,"DRAINAGE BAGS AND TUBING - Connecting Tubing, 42 cm",Merit Medical Systems,401418001.pdf,PDF p. 16,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
72,K10-06126,"DRAINAGE BAGS AND TUBING - Large Bore Tubing with Roller Clamp, 96,"" and Hose Fitting for Wall Suction Drainage",Merit Medical Systems,401418001.pdf,PDF p. 16,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
73,K08-02027,"DRAINAGE BAGS AND TUBING - Tubing Kit with Barbed Male Luer, 16""",Merit Medical Systems,401418001.pdf,PDF p. 16,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
74,EVAC1000,"Evacuated Drainage Bottle - Bottle, 1,000 mL volume",Merit Medical Systems,401418001.pdf,PDF p. 9,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
111,MAK-NV-014,Introducer System - 21G x 15 cm Chiba,Merit Medical Systems,401418001.pdf,PDF p. 2,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
112,MAK-NV-005,Introducer System - 21G x 15 cm Trocar,Merit Medical Systems,401418001.pdf,PDF p. 2,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
113,MAK-NV-021,Introducer System - 21G x 20 cm Chiba,Merit Medical Systems,401418001.pdf,PDF p. 2,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
114,MAK-NV-020,Introducer System - 21G x 20 cm Trocar,Merit Medical Systems,401418001.pdf,PDF p. 2,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
115,MAK-NV-007,Introducer System - 6F x 20 cm; 4F,Merit Medical Systems,401418001.pdf,PDF p. 2,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
116,MAK-NV-015,Introducer System - 6F x 20 cm; 4F; 21G x 15 cm Chiba,Merit Medical Systems,401418001.pdf,PDF p. 2,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
117,MAK-NV-006,Introducer System - 6F x 20 cm; 4F; 21G x 15 cm Trocar,Merit Medical Systems,401418001.pdf,PDF p. 2,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
118,MAK-NV-011,Introducer System - 6F x 20 cm; 4F; NT/PT; 150 cm; 21G x 15 cm Chiba,Merit Medical Systems,401418001.pdf,PDF p. 2,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
119,MAK-NV-019,Introducer System - 6F x 20 cm; 4F; NT/PT; 150 cm; 21G x 20 cm Trocar,Merit Medical Systems,401418001.pdf,PDF p. 2,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
120,MAK-NV-013,Introducer System - 6F x 20 cm; 4F; NT/PT; 21G x 15 cm Chiba,Merit Medical Systems,401418001.pdf,PDF p. 2,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
121,MAK-NV-017,Introducer System - 6F x 20 cm; 4F; NT/PT; 80 cm; 21G x 15 cm Chiba,Merit Medical Systems,401418001.pdf,PDF p. 2,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
122,MAK-NV-009,Introducer System - 6F x 20 cm; 4F; NT/PT; 80 cm; 21G x 15 cm Trocar,Merit Medical Systems,401418001.pdf,PDF p. 2,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
123,MAK-NV-010,Introducer System - 6F x 20 cm; 4F; SS/PT; 150 cm; 21G x 15 cm Chiba,Merit Medical Systems,401418001.pdf,PDF p. 2,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
124,MAK-NV-018,Introducer System - 6F x 20 cm; 4F; SS/PT; 150 cm; 21G x 20 cm Trocar,Merit Medical Systems,401418001.pdf,PDF p. 2,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
125,MAK-NV-012,Introducer System - 6F x 20 cm; 4F; SS/PT; 21G x 15 cm Chiba,Merit Medical Systems,401418001.pdf,PDF p. 2,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
126,MAK-NV-003,Introducer System - 6F x 20 cm; 4F; SS/PT; 21G x 15 cm Trocar,Merit Medical Systems,401418001.pdf,PDF p. 2,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
127,MAK-NV-008,Introducer System - 6F x 20 cm; 4F; SS/PT; 80 cm; 21G x 15 cm Trocar,Merit Medical Systems,401418001.pdf,PDF p. 2,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
128,MAK001N-60,Introducer System - NT/PT,Merit Medical Systems,401418001.pdf,PDF p. 2,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
129,MAK005-60,Introducer System - SS/PT,Merit Medical Systems,401418001.pdf,PDF p. 2,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
130,RML17-10-038MB,Locking Drainage Catheter - 10F; 17 cm; Yes,Merit Medical Systems,401418001.pdf,PDF p. 5,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
131,RML27-10-038MB,Locking Drainage Catheter - 10F; 27 cm; Yes,Merit Medical Systems,401418001.pdf,PDF p. 5,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
132,RML27-10-SFX,Locking Drainage Catheter - 10F; 27 cm; Yes; StayFIX® (small),Merit Medical Systems,401418001.pdf,PDF p. 5,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
133,RML42-10-038MB,Locking Drainage Catheter - 10F; 42 cm; Yes,Merit Medical Systems,401418001.pdf,PDF p. 5,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
134,RML17-12-038MB,Locking Drainage Catheter - 12F; 17 cm; Yes,Merit Medical Systems,401418001.pdf,PDF p. 5,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
135,RML27-12-038MB,Locking Drainage Catheter - 12F; 27 cm; Yes,Merit Medical Systems,401418001.pdf,PDF p. 5,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
136,RML27-12-SFX,Locking Drainage Catheter - 12F; 27 cm; Yes; StayFIX® (small),Merit Medical Systems,401418001.pdf,PDF p. 5,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
137,RML42-12-038MB,Locking Drainage Catheter - 12F; 42 cm; Yes,Merit Medical Systems,401418001.pdf,PDF p. 5,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
138,RML17-14-038MB,Locking Drainage Catheter - 14F; 17 cm; Yes,Merit Medical Systems,401418001.pdf,PDF p. 5,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
139,RML27-14-038MB,Locking Drainage Catheter - 14F; 27 cm; Yes,Merit Medical Systems,401418001.pdf,PDF p. 5,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
140,RML27-14-SFX,Locking Drainage Catheter - 14F; 27 cm; Yes; StayFIX® (large),Merit Medical Systems,401418001.pdf,PDF p. 5,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
141,RML42-14-038MB,Locking Drainage Catheter - 14F; 42 cm; Yes,Merit Medical Systems,401418001.pdf,PDF p. 5,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
142,RML17-6-038MB,Locking Drainage Catheter - 6.5F; 17 cm; Yes,Merit Medical Systems,401418001.pdf,PDF p. 5,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
143,RML27-6-038MB,Locking Drainage Catheter - 6.5F; 27 cm; Yes,Merit Medical Systems,401418001.pdf,PDF p. 5,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
144,RML27-6-SFX,Locking Drainage Catheter - 6.5F; 27 cm; Yes; StayFIX® (small),Merit Medical Systems,401418001.pdf,PDF p. 5,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
145,RML42-6-038MB,Locking Drainage Catheter - 6.5F; 42 cm; Yes,Merit Medical Systems,401418001.pdf,PDF p. 5,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
146,RML17-7-038MB,Locking Drainage Catheter - 7.5F; 17 cm; Yes,Merit Medical Systems,401418001.pdf,PDF p. 5,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
147,RML27-7-038MB,Locking Drainage Catheter - 7.5F; 27 cm; Yes,Merit Medical Systems,401418001.pdf,PDF p. 5,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
148,RML27-7-SFX,Locking Drainage Catheter - 7.5F; 27 cm; Yes; StayFIX® (small),Merit Medical Systems,401418001.pdf,PDF p. 5,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
149,RML42-7-038MB,Locking Drainage Catheter - 7.5F; 42 cm; Yes,Merit Medical Systems,401418001.pdf,PDF p. 5,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
150,RML17-8-038MB,Locking Drainage Catheter - 8.5F; 17 cm; Yes,Merit Medical Systems,401418001.pdf,PDF p. 5,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
151,RML27-8-038MB,Locking Drainage Catheter - 8.5F; 27 cm; Yes,Merit Medical Systems,401418001.pdf,PDF p. 5,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
152,RML27-8-SFX,Locking Drainage Catheter - 8.5F; 27 cm; Yes; StayFIX® (small),Merit Medical Systems,401418001.pdf,PDF p. 5,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
153,RML42-8-038MB,Locking Drainage Catheter - 8.5F; 42 cm; Yes,Merit Medical Systems,401418001.pdf,PDF p. 5,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
154,RLC-10-038,Locking Drainage Catheter Locking Drainage Catheter - 10F; 25 cm,Merit Medical Systems,401418001.pdf,PDF p. 4,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
155,RLC-10-SFX,Locking Drainage Catheter Locking Drainage Catheter - 10F; 25 cm; StayFIX® (small),Merit Medical Systems,401418001.pdf,PDF p. 4,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
156,RLCMB-10-SFX,Locking Drainage Catheter Locking Drainage Catheter - 10F; 25 cm; Yes; StayFIX® (small),Merit Medical Systems,401418001.pdf,PDF p. 4,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
157,RLC40-10-038MB,Locking Drainage Catheter Locking Drainage Catheter - 10F; 40 cm; Yes,Merit Medical Systems,401418001.pdf,PDF p. 4,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
158,RLC15-12-038MB,Locking Drainage Catheter Locking Drainage Catheter - 12F; 15 cm; Yes,Merit Medical Systems,401418001.pdf,PDF p. 4,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
159,RLC-12-038,Locking Drainage Catheter Locking Drainage Catheter - 12F; 25 cm,Merit Medical Systems,401418001.pdf,PDF p. 4,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
160,RLC-12-SFX,Locking Drainage Catheter Locking Drainage Catheter - 12F; 25 cm; StayFIX® (small),Merit Medical Systems,401418001.pdf,PDF p. 4,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
161,RLC-12-038MB,Locking Drainage Catheter Locking Drainage Catheter - 12F; 25 cm; Yes,Merit Medical Systems,401418001.pdf,PDF p. 4,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
162,RLCMB-12-SFX,Locking Drainage Catheter Locking Drainage Catheter - 12F; 25 cm; Yes; StayFIX® (small),Merit Medical Systems,401418001.pdf,PDF p. 4,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
163,RLC40-12-038MB,Locking Drainage Catheter Locking Drainage Catheter - 12F; 40 cm; Yes,Merit Medical Systems,401418001.pdf,PDF p. 4,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
164,RLC15-14-038MB,Locking Drainage Catheter Locking Drainage Catheter - 14F; 15 cm; Yes,Merit Medical Systems,401418001.pdf,PDF p. 4,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
165,RLC-14-038,Locking Drainage Catheter Locking Drainage Catheter - 14F; 25 cm,Merit Medical Systems,401418001.pdf,PDF p. 4,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
166,RLC-14-SFX,Locking Drainage Catheter Locking Drainage Catheter - 14F; 25 cm; StayFIX® (large),Merit Medical Systems,401418001.pdf,PDF p. 4,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
167,RLC-14-038MB,Locking Drainage Catheter Locking Drainage Catheter - 14F; 25 cm; Yes,Merit Medical Systems,401418001.pdf,PDF p. 4,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
168,RLCMB-14-SFX,Locking Drainage Catheter Locking Drainage Catheter - 14F; 25 cm; Yes; StayFIX® (large),Merit Medical Systems,401418001.pdf,PDF p. 4,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
169,RLC40-14-038MB,Locking Drainage Catheter Locking Drainage Catheter - 14F; 40 cm; Yes,Merit Medical Systems,401418001.pdf,PDF p. 4,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
170,RLC15-6-038MB,Locking Drainage Catheter Locking Drainage Catheter - 6.5F; 15 cm; Yes,Merit Medical Systems,401418001.pdf,PDF p. 4,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
171,RLC-6-038,Locking Drainage Catheter Locking Drainage Catheter - 6.5F; 25 cm,Merit Medical Systems,401418001.pdf,PDF p. 4,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
172,RLC-6-SFX,Locking Drainage Catheter Locking Drainage Catheter - 6.5F; 25 cm; StayFIX® (small),Merit Medical Systems,401418001.pdf,PDF p. 4,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
173,RLC-6-038MB,Locking Drainage Catheter Locking Drainage Catheter - 6.5F; 25 cm; Yes,Merit Medical Systems,401418001.pdf,PDF p. 4,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
174,RLCMB-6-SFX,Locking Drainage Catheter Locking Drainage Catheter - 6.5F; 25 cm; Yes; StayFIX® (small),Merit Medical Systems,401418001.pdf,PDF p. 4,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
175,RLC40-6-038MB,Locking Drainage Catheter Locking Drainage Catheter - 6.5F; 40 cm; Yes,Merit Medical Systems,401418001.pdf,PDF p. 4,irrelevant_to_current_scope,,,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,high,generic_percutaneous_drainage_paracentesis_or_general_supply_not_pleural_specific,
