product_id,manufacturer,product_name,catalog_number,model_number,research_state,confidence,identity_match_method,udi_assessment,listing_assessment,authorization_finding,manufacturer_finding,conflict_flags,rationale,unresolved_questions,proposed_human_review_disposition,source_urls,canonical_change_applied
PRD-427A070734,Karl Storz,"Autoclavable Plastic Cannula, Pack of 5",30120X,,insufficient_evidence,low,exact_manufacturer_catalog_number,all_exact_configurations_active,search_incomplete,not_found,family_only_current,,Identity method: exact_manufacturer_catalog_number. UDI assessment: all_exact_configurations_active. Manufacturer finding: family_only_current. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,"Is there a current official U.S. product page, labeling document, or discontinuation notice for this exact identifier?",keep_hidden_insufficient_evidence,https://www.karlstorz.com/us/en/thoracic-surgery-and-pulmonology.htm|https://api.fda.gov/device/udi.json?search=identifiers.id%3A%2204048551457283%22&limit=100|https://api.fda.gov/device/udi.json?search=version_or_model_number%3A%2230120X%22&limit=100|https://api.fda.gov/device/udi.json?search=catalog_number%3A%2230120X%22&limit=100|https://api.fda.gov/device/udi.json?search=version_or_model_number%3A%2230120X%22&limit=100|https://api.fda.gov/device/classification.json?search=product_code%3A%22GCJ%22&limit=100|https://api.fda.gov/device/registrationlisting.json?search=products.product_code%3A%22GCJ%22&limit=100,false
PRD-4A04124FF2,Olympus,BF-1TH190 Video Bronchoscope,BF-1TH190,,insufficient_evidence,low,none,no_exact_result,no_result,not_found,current_exact_official_us_product,,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: current_exact_official_us_product. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,"Is there a current official U.S. product page, labeling document, or discontinuation notice for this exact identifier?",keep_hidden_insufficient_evidence,https://medical.olympusamerica.com/products/evis-exera-bronchoscopy/visualization,false
PRD-4CC32EE889,Olympus,Spiration Valve System Air Leak Procedure Kit,SVS-C26N-9-VSK,,insufficient_evidence,low,none,no_exact_result,no_result,not_found,no_result,,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: no_result. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,"Is there a current official U.S. product page, labeling document, or discontinuation notice for this exact identifier?",keep_hidden_insufficient_evidence,https://content.medical.olympusamerica.com/sites/default/files/us/files/pdf/SVS-Air-Leak-Product-Order-Information_FINAL.pdf,false
PRD-59D02C1811,FUJIFILM SonoSite,SonoSite PX Ultrasound System,SonoSite PX,,insufficient_evidence,low,none,no_exact_result,no_result,not_found,not_searched,,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: not_searched. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,"Is there a current official U.S. product page, labeling document, or discontinuation notice for this exact identifier?",keep_hidden_insufficient_evidence,https://www.sonosite.com/products/sonosite-px,false
PRD-629828B799,FUJIFILM SonoSite,SonoSite LX Ultrasound System,SonoSite LX,,insufficient_evidence,low,none,no_exact_result,no_result,not_found,not_searched,,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: not_searched. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,"Is there a current official U.S. product page, labeling document, or discontinuation notice for this exact identifier?",keep_hidden_insufficient_evidence,https://www.sonosite.com/sites/default/files/Sonosite_LX_product_brochure_MKT03597_US_rev_C.pdf,false
PRD-8ACE654E89,FUJIFILM SonoSite,SonoSite P11-3 Transducer,P11-3,,insufficient_evidence,low,none,no_exact_result,no_result,not_found,not_searched,,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: not_searched. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,"Is there a current official U.S. product page, labeling document, or discontinuation notice for this exact identifier?",keep_hidden_insufficient_evidence,https://www.sonosite.com/sites/default/files/Sonosite_LX_product_brochure_MKT03597_US_rev_C.pdf,false
PRD-9E24CD4C73,FUJIFILM SonoSite,SonoSite L19-5 Transducer,L19-5,,insufficient_evidence,low,none,no_exact_result,no_result,not_found,not_searched,,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: not_searched. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,"Is there a current official U.S. product page, labeling document, or discontinuation notice for this exact identifier?",keep_hidden_insufficient_evidence,https://www.sonosite.com/sites/default/files/Sonosite_LX_product_brochure_MKT03597_US_rev_C.pdf|https://www.sonosite.com/products/sonosite-px,false
PRD-A5EE9A7377,FUJIFILM SonoSite,SonoSite UHF46-20 Transducer,UHF46-20,,insufficient_evidence,low,none,no_exact_result,no_result,not_found,not_searched,,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: not_searched. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,"Is there a current official U.S. product page, labeling document, or discontinuation notice for this exact identifier?",keep_hidden_insufficient_evidence,https://www.sonosite.com/sites/default/files/Sonosite_LX_product_brochure_MKT03597_US_rev_C.pdf,false
PRD-AE9BC99FAA,Olympus,EVIS EXERA III Video System Center,CV-190,,insufficient_evidence,low,none,no_exact_result,no_result,not_found,current_exact_official_us_product,,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: current_exact_official_us_product. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,"Is there a current official U.S. product page, labeling document, or discontinuation notice for this exact identifier?",keep_hidden_insufficient_evidence,https://medical.olympusamerica.com/products/evis-exera-bronchoscopy/visualization,false
PRD-C79EA91A93,FUJIFILM SonoSite,SonoSite P5-1 Transducer,P5-1,,insufficient_evidence,low,none,no_exact_result,no_result,not_found,not_searched,,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: not_searched. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,"Is there a current official U.S. product page, labeling document, or discontinuation notice for this exact identifier?",keep_hidden_insufficient_evidence,https://www.sonosite.com/sites/default/files/Sonosite_LX_product_brochure_MKT03597_US_rev_C.pdf|https://www.sonosite.com/products/sonosite-px,false
PRD-CE23D2A34E,Richard Wolf,ENDOCAM Logic 4K Camera Control Unit Bundle,55253011,,insufficient_evidence,low,none,no_exact_result,no_result,not_found,current_non_us,,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: current_non_us. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,"Does the exact current global manufacturer listing apply to the United States despite the ended UDI evidence?|Is there a current official U.S. product page, labeling document, or discontinuation notice for this exact identifier?",keep_hidden_insufficient_evidence,https://www.richard-wolf.com/mam/data/Typo3/Kataloge/Broncho-_Thorako-_Mediastinoskopie/Thorakale_Endoskopie_en.pdf,false
PRD-CEED2FDA83,Olympus,EVIS X1 Video System Center,CV-1500,,insufficient_evidence,low,none,no_exact_result,no_result,not_found,family_only_current,,Identity method: none. UDI assessment: no_exact_result. Manufacturer finding: family_only_current. Completed or permitted searches did not establish enough exact current-status evidence; no result is not a discontinuation finding.,"Is there a current official U.S. product page, labeling document, or discontinuation notice for this exact identifier?",keep_hidden_insufficient_evidence,https://medical.olympusamerica.com/products/evis-exera-bronchoscopy/visualization,false
