product_id,manufacturer,product_name,catalog_number,research_state,confidence,identity_match_method,manual_review_status,adjudication,inspection_note,challenge_tags,exact_identity_reviewed,exact_identity_correct,udi_distribution_assessment,exact_udi_configuration_count,manufacturer_search_completed,manufacturer_finding,manufacturer_source_found,live_status_conflict,has_any_conflict_flag,active_conflict_flags,conflict_challenge_live_detected,stale_conflict_challenge_rechecked,query_error,invariant_failures,schema_errors,false_positive,false_negative,canonical_change_applied
PRD-1CCEDCCC76,Cook Medical,Simple Pneumothorax Aspiration Accessory Set,G05297,identity_unresolved,low,family_or_name_only,manually_inspected,supported_as_classified,"Simple Pneumothorax Aspiration Accessory Set: identity=family_or_name_only; UDI=no_exact_result (0 exact configurations: 0 active, 0 ended, 0 unknown); manufacturer=family_only_current (search completed); active conflict flags=identity|manufacturer; classification=identity_unresolved.",adjacent_sku_trap|broad_line_manufacturer|device_intelligence_exemplar|disposable_device|exact_di_candidate|no_udi_candidate|premarket_exempt_candidate,false,,no_exact_result,0,true,family_only_current,true,false,true,identity|manufacturer,false,false,false,,,false,false,false
PRD-1D87D6EA1E,Teleflex,Arrow Percutaneous Cavity Drainage Kit – Curved,AK-01600,identity_unresolved,low,exact_manufacturer_catalog_number,manually_inspected,supported_as_classified,"Arrow Percutaneous Cavity Drainage Kit – Curved: identity=exact_manufacturer_catalog_number; UDI=conflicting_exact_configuration_statuses (8 exact configurations: 5 active, 3 ended, 0 unknown; latest end 2025-09-23); manufacturer=no_result (search completed); active conflict flags=identity|model|package_configuration|distribution; classification=identity_unresolved.",broad_line_manufacturer|device_intelligence_exemplar|disposable_device|exact_di_candidate|exact_manufacturer_catalog_candidate|multiple_package_configurations,true,true,conflicting_exact_configuration_statuses,8,true,no_result,false,false,true,identity|model|package_configuration|distribution,false,false,false,,,false,false,false
PRD-1F48992C6C,Cardinal Health,"Argyle PVC Thoracic Catheter – Straight, 20 Fr × 20 in",8888570523,insufficient_evidence,low,exact_manufacturer_catalog_number,manually_inspected,supported_as_classified,"Argyle PVC Thoracic Catheter – Straight, 20 Fr × 20 in: identity=exact_manufacturer_catalog_number; UDI=all_exact_configurations_ended (4 exact configurations: 0 active, 4 ended, 0 unknown; latest end 2025-12-31); manufacturer=not_searched (not searched); active conflict flags=none; stale backlog distribution conflict rechecked against internally consistent refreshed ended records; classification=insufficient_evidence.",broad_line_manufacturer|candidate_or_unknown_verification_grade|conflicting_distribution_states|device_intelligence_exemplar|exact_di_candidate|exact_manufacturer_catalog_candidate|multiple_package_configurations,true,true,all_exact_configurations_ended,4,false,not_searched,false,false,false,,false,true,true,,,false,false,false
PRD-2A9D06CF51,Verathon,GlideScope Video Monitor,GlideScope Video Monitor,identity_unresolved,low,family_or_name_only,manually_inspected,supported_as_classified,"GlideScope Video Monitor: identity=family_or_name_only; UDI=no_exact_result (0 exact configurations: 0 active, 0 ended, 0 unknown); manufacturer=family_only_current (search completed); active conflict flags=none; classification=identity_unresolved.",capital_equipment|device_intelligence_exemplar|exact_di_candidate|no_udi_candidate,false,,no_exact_result,0,true,family_only_current,true,false,false,,false,false,false,,,false,false,false
PRD-2B5C4C6CB3,Verathon,BFlex 2 Ultraslim 2.8 Single-Use Bronchoscope,BFlex 2 Ultraslim 2.8,identity_unresolved,low,family_or_name_only,manually_inspected,supported_as_classified,"BFlex 2 Ultraslim 2.8 Single-Use Bronchoscope: identity=family_or_name_only; UDI=no_exact_result (0 exact configurations: 0 active, 0 ended, 0 unknown); manufacturer=family_only_current (search completed); active conflict flags=none; classification=identity_unresolved.",disposable_device|exact_di_candidate|no_udi_candidate,false,,no_exact_result,0,true,family_only_current,true,false,false,,false,false,false,,,false,false,false
PRD-2B8AACAB67,Olympus,EVIS EUS Endoscopic Ultrasound Center EU-ME3,EU-ME3,insufficient_evidence,low,none,manually_inspected,supported_as_classified,"EVIS EUS Endoscopic Ultrasound Center EU-ME3: identity=none; UDI=no_exact_result (0 exact configurations: 0 active, 0 ended, 0 unknown); manufacturer=current_exact_official_us_product (search completed); active conflict flags=none; classification=insufficient_evidence.",adjacent_sku_trap|broad_line_manufacturer|capital_equipment|device_intelligence_exemplar|no_udi_candidate|reviewed_manufacturer_alias,false,,no_exact_result,0,true,current_exact_official_us_product,true,false,false,,false,false,false,,,false,false,false
PRD-2C4537F4D4,Olympus,Peripheral Biopsy Forceps,FB-433D,current_status_conflicted,moderate,exact_manufacturer_model_number,manually_inspected,supported_as_classified,"Peripheral Biopsy Forceps: identity=exact_manufacturer_model_number; UDI=conflicting_exact_configuration_statuses (4 exact configurations: 2 active, 2 ended, 0 unknown; latest end 2022-08-15); manufacturer=family_only_current (search completed); active conflict flags=package_configuration|distribution; classification=current_status_conflicted.",adjacent_sku_trap|broad_line_manufacturer|device_intelligence_exemplar|discontinued_candidate|disposable_device|exact_di_candidate|exact_manufacturer_catalog_candidate|premarket_exempt_candidate|reviewed_manufacturer_alias,true,true,conflicting_exact_configuration_statuses,4,true,family_only_current,true,true,true,package_configuration|distribution,false,false,true,,,false,false,false
PRD-2D687D6E32,Verathon,BFlex 2 Regular 5.0 Single-Use Bronchoscope,BFlex 2 Regular 5.0,identity_unresolved,low,family_or_name_only,manually_inspected,supported_as_classified,"BFlex 2 Regular 5.0 Single-Use Bronchoscope: identity=family_or_name_only; UDI=no_exact_result (0 exact configurations: 0 active, 0 ended, 0 unknown); manufacturer=family_only_current (search completed); active conflict flags=none; classification=identity_unresolved.",device_intelligence_exemplar|disposable_device|exact_di_candidate|no_udi_candidate,false,,no_exact_result,0,true,family_only_current,true,false,false,,false,false,false,,,false,false,false
PRD-2FAFEA973E,Verathon,GlideScope Core 15,GlideScope Core 15,identity_unresolved,low,family_or_name_only,manually_inspected,supported_as_classified,"GlideScope Core 15: identity=family_or_name_only; UDI=no_exact_result (0 exact configurations: 0 active, 0 ended, 0 unknown); manufacturer=family_only_current (search completed); active conflict flags=none; classification=identity_unresolved.",capital_equipment|device_intelligence_exemplar|exact_di_candidate|no_udi_candidate,false,,no_exact_result,0,true,family_only_current,true,false,false,,false,false,false,,,false,false,false
PRD-3A27A7B76D,Cardinal Health,"Argyle PVC Thoracic Catheter – Straight, 24 Fr × 20 in",8888570531,insufficient_evidence,low,exact_manufacturer_catalog_number,manually_inspected,supported_as_classified,"Argyle PVC Thoracic Catheter – Straight, 24 Fr × 20 in: identity=exact_manufacturer_catalog_number; UDI=all_exact_configurations_ended (4 exact configurations: 0 active, 4 ended, 0 unknown; latest end 2025-12-31); manufacturer=not_searched (not searched); active conflict flags=none; stale backlog distribution conflict rechecked against internally consistent refreshed ended records; classification=insufficient_evidence.",broad_line_manufacturer|candidate_or_unknown_verification_grade|conflicting_distribution_states|device_intelligence_exemplar|exact_di_candidate|exact_manufacturer_catalog_candidate|multiple_package_configurations,true,true,all_exact_configurations_ended,4,false,not_searched,false,false,false,,false,true,true,,,false,false,false
PRD-3EDAA08D62,Cardinal Health,"Argyle PVC Thoracic Catheter – Straight, 16 Fr × 20 in",8888570515,insufficient_evidence,low,exact_manufacturer_catalog_number,manually_inspected,supported_as_classified,"Argyle PVC Thoracic Catheter – Straight, 16 Fr × 20 in: identity=exact_manufacturer_catalog_number; UDI=all_exact_configurations_ended (4 exact configurations: 0 active, 4 ended, 0 unknown; latest end 2025-12-31); manufacturer=not_searched (not searched); active conflict flags=none; stale backlog distribution conflict rechecked against internally consistent refreshed ended records; classification=insufficient_evidence.",broad_line_manufacturer|candidate_or_unknown_verification_grade|conflicting_distribution_states|device_intelligence_exemplar|exact_di_candidate|exact_manufacturer_catalog_candidate|multiple_package_configurations,true,true,all_exact_configurations_ended,4,false,not_searched,false,false,false,,false,true,true,,,false,false,false
PRD-425DB43083,FUJIFILM SonoSite,SonoSite L12-3 Transducer,L12-3,insufficient_evidence,low,none,manually_inspected,supported_as_classified,"SonoSite L12-3 Transducer: identity=none; UDI=no_exact_result (0 exact configurations: 0 active, 0 ended, 0 unknown); manufacturer=not_searched (not searched); active conflict flags=none; classification=insufficient_evidence.",adjacent_sku_trap|device_intelligence_exemplar|no_udi_candidate|premarket_exempt_candidate,false,,no_exact_result,0,false,not_searched,false,false,false,,false,false,false,,,false,false,false
PRD-427A070734,Karl Storz,"Autoclavable Plastic Cannula, Pack of 5",30120X,insufficient_evidence,low,exact_manufacturer_catalog_number,manually_inspected,supported_as_classified,"Autoclavable Plastic Cannula, Pack of 5: identity=exact_manufacturer_catalog_number; UDI=all_exact_configurations_active (4 exact configurations: 4 active, 0 ended, 0 unknown); manufacturer=no_result (search completed); active conflict flags=none; classification=insufficient_evidence.",adjacent_sku_trap|exact_di_candidate|exact_manufacturer_catalog_candidate|legacy_product|multiple_package_configurations|premarket_exempt_candidate|reviewed_manufacturer_alias,true,true,all_exact_configurations_active,4,true,no_result,false,false,false,,false,false,true,,,false,false,false
PRD-448C184685,Cook Medical,Cohen Endobronchial Blocker Set,G44122,identity_unresolved,low,family_or_name_only,manually_inspected,supported_as_classified,"Cohen Endobronchial Blocker Set: identity=family_or_name_only; UDI=no_exact_result (0 exact configurations: 0 active, 0 ended, 0 unknown); manufacturer=family_only_current (search completed); active conflict flags=identity|manufacturer; classification=identity_unresolved.",adjacent_sku_trap|broad_line_manufacturer|disposable_device|exact_di_candidate|manufacturer_model_candidate|no_udi_candidate,false,,no_exact_result,0,true,family_only_current,true,false,true,identity|manufacturer,false,false,false,,,false,false,false
PRD-4A04124FF2,Olympus,BF-1TH190 Video Bronchoscope,BF-1TH190,insufficient_evidence,low,none,manually_inspected,supported_as_classified,"BF-1TH190 Video Bronchoscope: identity=none; UDI=no_exact_result (0 exact configurations: 0 active, 0 ended, 0 unknown); manufacturer=current_exact_official_us_product (search completed); active conflict flags=none; classification=insufficient_evidence.",broad_line_manufacturer|device_intelligence_exemplar|no_udi_candidate|reviewed_manufacturer_alias,false,,no_exact_result,0,true,current_exact_official_us_product,true,false,false,,false,false,false,,,false,false,false
PRD-4CC32EE889,Olympus,Spiration Valve System Air Leak Procedure Kit,SVS-C26N-9-VSK,insufficient_evidence,low,none,manually_inspected,supported_as_classified,"Spiration Valve System Air Leak Procedure Kit: identity=none; UDI=no_exact_result (0 exact configurations: 0 active, 0 ended, 0 unknown); manufacturer=no_result (search completed); active conflict flags=none; classification=insufficient_evidence.",broad_line_manufacturer|disposable_device|no_udi_candidate|reviewed_manufacturer_alias,false,,no_exact_result,0,true,no_result,false,false,false,,false,false,false,,,false,false,false
PRD-5543746F59,Olympus,Olympus OER-Pro Automated Endoscope Reprocessor,OER-Pro,current_status_conflicted,moderate,exact_manufacturer_model_number,manually_inspected,invariant_or_schema_error,"Olympus OER-Pro Automated Endoscope Reprocessor: identity=exact_manufacturer_model_number; UDI=all_exact_configurations_ended (1 exact configurations: 0 active, 1 ended, 0 unknown; latest end 2024-07-09); manufacturer=current_exact_official_us_product (search completed); active conflict flags=none; invariant failures=active_distribution_evidence_present_for_negative; classification=current_status_conflicted.",adjacent_sku_trap|broad_line_manufacturer|capital_equipment|discontinued_candidate|exact_di_candidate|exact_manufacturer_catalog_candidate|reviewed_manufacturer_alias,true,true,all_exact_configurations_ended,1,true,current_exact_official_us_product,true,true,false,,false,false,false,active_distribution_evidence_present_for_negative,,false,false,false
PRD-59D02C1811,FUJIFILM SonoSite,SonoSite PX Ultrasound System,SonoSite PX,insufficient_evidence,low,none,manually_inspected,supported_as_classified,"SonoSite PX Ultrasound System: identity=none; UDI=no_exact_result (0 exact configurations: 0 active, 0 ended, 0 unknown); manufacturer=not_searched (not searched); active conflict flags=none; classification=insufficient_evidence.",capital_equipment|device_intelligence_exemplar|no_udi_candidate,false,,no_exact_result,0,false,not_searched,false,false,false,,false,false,false,,,false,false,false
PRD-629828B799,FUJIFILM SonoSite,SonoSite LX Ultrasound System,SonoSite LX,insufficient_evidence,low,none,manually_inspected,supported_as_classified,"SonoSite LX Ultrasound System: identity=none; UDI=no_exact_result (0 exact configurations: 0 active, 0 ended, 0 unknown); manufacturer=not_searched (not searched); active conflict flags=none; classification=insufficient_evidence.",capital_equipment|device_intelligence_exemplar|no_udi_candidate,false,,no_exact_result,0,false,not_searched,false,false,false,,false,false,false,,,false,false,false
PRD-6C9FB1DC9F,Cardinal Health,"Argyle PVC Thoracic Catheter – Straight, 36 Fr × 20 in",8888570564,identity_unresolved,low,exact_manufacturer_catalog_number,manually_inspected,supported_as_classified,"Argyle PVC Thoracic Catheter – Straight, 36 Fr × 20 in: identity=exact_manufacturer_catalog_number; UDI=all_exact_configurations_ended (4 exact configurations: 0 active, 4 ended, 0 unknown; latest end 2025-12-31); manufacturer=not_searched (not searched); active conflict flags=identity|manufacturer; classification=identity_unresolved.",broad_line_manufacturer|candidate_or_unknown_verification_grade|device_intelligence_exemplar|discontinued_candidate|exact_di_candidate|exact_manufacturer_catalog_candidate|multiple_package_configurations,true,true,all_exact_configurations_ended,4,false,not_searched,false,false,true,identity|manufacturer,false,false,true,,,false,false,false
PRD-6CF2953F5E,Cook Medical,Arndt Endobronchial Blocker Set,G44109,identity_unresolved,low,family_or_name_only,manually_inspected,supported_as_classified,"Arndt Endobronchial Blocker Set: identity=family_or_name_only; UDI=no_exact_result (0 exact configurations: 0 active, 0 ended, 0 unknown); manufacturer=current_exact_official_us_product (search completed); active conflict flags=identity|manufacturer; classification=identity_unresolved.",adjacent_sku_trap|broad_line_manufacturer|disposable_device|exact_di_candidate|manufacturer_model_candidate|no_udi_candidate,false,,no_exact_result,0,true,current_exact_official_us_product,true,false,true,identity|manufacturer,false,false,false,,,false,false,false
PRD-85248E91BA,Cook Medical,Arndt Endobronchial Blocker Set,G44120,identity_unresolved,low,family_or_name_only,manually_inspected,supported_as_classified,"Arndt Endobronchial Blocker Set: identity=family_or_name_only; UDI=no_exact_result (0 exact configurations: 0 active, 0 ended, 0 unknown); manufacturer=current_exact_official_us_product (search completed); active conflict flags=identity|manufacturer; classification=identity_unresolved.",adjacent_sku_trap|broad_line_manufacturer|disposable_device|exact_di_candidate|manufacturer_model_candidate|no_udi_candidate,false,,no_exact_result,0,true,current_exact_official_us_product,true,false,true,identity|manufacturer,false,false,false,,,false,false,false
PRD-8ACE654E89,FUJIFILM SonoSite,SonoSite P11-3 Transducer,P11-3,insufficient_evidence,low,none,manually_inspected,supported_as_classified,"SonoSite P11-3 Transducer: identity=none; UDI=no_exact_result (0 exact configurations: 0 active, 0 ended, 0 unknown); manufacturer=not_searched (not searched); active conflict flags=none; classification=insufficient_evidence.",adjacent_sku_trap|device_intelligence_exemplar|no_udi_candidate|premarket_exempt_candidate,false,,no_exact_result,0,false,not_searched,false,false,false,,false,false,false,,,false,false,false
PRD-9143E639BA,Teleflex,Arrow Percutaneous Cavity Drainage Kit – Straight,AK-01601,identity_unresolved,low,exact_manufacturer_catalog_number,manually_inspected,supported_as_classified,"Arrow Percutaneous Cavity Drainage Kit – Straight: identity=exact_manufacturer_catalog_number; UDI=conflicting_exact_configuration_statuses (6 exact configurations: 4 active, 2 ended, 0 unknown; latest end 2025-09-23); manufacturer=no_result (search completed); active conflict flags=identity|model|package_configuration|distribution; classification=identity_unresolved.",broad_line_manufacturer|device_intelligence_exemplar|disposable_device|exact_di_candidate|exact_manufacturer_catalog_candidate|multiple_package_configurations,true,true,conflicting_exact_configuration_statuses,6,true,no_result,false,false,true,identity|model|package_configuration|distribution,false,false,false,,,false,false,false
PRD-993A6272DD,Verathon,GlideScope Core 10,GlideScope Core 10,identity_unresolved,low,family_or_name_only,manually_inspected,supported_as_classified,"GlideScope Core 10: identity=family_or_name_only; UDI=no_exact_result (0 exact configurations: 0 active, 0 ended, 0 unknown); manufacturer=family_only_current (search completed); active conflict flags=none; classification=identity_unresolved.",capital_equipment|device_intelligence_exemplar|exact_di_candidate|no_udi_candidate,false,,no_exact_result,0,true,family_only_current,true,false,false,,false,false,false,,,false,false,false
PRD-9E24CD4C73,FUJIFILM SonoSite,SonoSite L19-5 Transducer,L19-5,insufficient_evidence,low,none,manually_inspected,supported_as_classified,"SonoSite L19-5 Transducer: identity=none; UDI=no_exact_result (0 exact configurations: 0 active, 0 ended, 0 unknown); manufacturer=not_searched (not searched); active conflict flags=none; classification=insufficient_evidence.",adjacent_sku_trap|device_intelligence_exemplar|no_udi_candidate|premarket_exempt_candidate,false,,no_exact_result,0,false,not_searched,false,false,false,,false,false,false,,,false,false,false
PRD-A5EE9A7377,FUJIFILM SonoSite,SonoSite UHF46-20 Transducer,UHF46-20,insufficient_evidence,low,none,manually_inspected,supported_as_classified,"SonoSite UHF46-20 Transducer: identity=none; UDI=no_exact_result (0 exact configurations: 0 active, 0 ended, 0 unknown); manufacturer=not_searched (not searched); active conflict flags=none; classification=insufficient_evidence.",device_intelligence_exemplar|no_udi_candidate|premarket_exempt_candidate,false,,no_exact_result,0,false,not_searched,false,false,false,,false,false,false,,,false,false,false
PRD-A88AEE6442,Karl Storz,Application Cannula for Thoracic Drainage,10995,identity_unresolved,low,family_or_name_only,manually_inspected,supported_as_classified,"Application Cannula for Thoracic Drainage: identity=family_or_name_only; UDI=no_exact_result (0 exact configurations: 0 active, 0 ended, 0 unknown); manufacturer=no_result (search completed); active conflict flags=identity|manufacturer; classification=identity_unresolved.",adjacent_sku_trap|device_intelligence_exemplar|legacy_product|no_udi_candidate|premarket_exempt_candidate|reviewed_manufacturer_alias,false,,no_exact_result,0,true,no_result,false,false,true,identity|manufacturer,false,false,false,,,false,false,false
PRD-AB6D9F097B,FUJIFILM SonoSite,SonoSite C10-3 Transducer,C10-3,identity_unresolved,low,family_or_name_only,manually_inspected,supported_as_classified,"SonoSite C10-3 Transducer: identity=family_or_name_only; UDI=no_exact_result (0 exact configurations: 0 active, 0 ended, 0 unknown); manufacturer=not_searched (not searched); active conflict flags=identity|manufacturer; classification=identity_unresolved.",adjacent_sku_trap|device_intelligence_exemplar|no_udi_candidate|premarket_exempt_candidate,false,,no_exact_result,0,false,not_searched,false,false,true,identity|manufacturer,false,false,false,,,false,false,false
PRD-AE9BC99FAA,Olympus,EVIS EXERA III Video System Center,CV-190,insufficient_evidence,low,none,manually_inspected,supported_as_classified,"EVIS EXERA III Video System Center: identity=none; UDI=no_exact_result (0 exact configurations: 0 active, 0 ended, 0 unknown); manufacturer=current_exact_official_us_product (search completed); active conflict flags=none; classification=insufficient_evidence.",adjacent_sku_trap|broad_line_manufacturer|candidate_or_unknown_verification_grade|device_intelligence_exemplar|no_udi_candidate|reviewed_manufacturer_alias,false,,no_exact_result,0,true,current_exact_official_us_product,true,false,false,,false,false,false,,,false,false,false
PRD-B258E8E859,Verathon,BFlex 2 Large 5.8 Single-Use Bronchoscope,BFlex 2 Large 5.8,identity_unresolved,low,family_or_name_only,manually_inspected,supported_as_classified,"BFlex 2 Large 5.8 Single-Use Bronchoscope: identity=family_or_name_only; UDI=no_exact_result (0 exact configurations: 0 active, 0 ended, 0 unknown); manufacturer=family_only_current (search completed); active conflict flags=none; classification=identity_unresolved.",device_intelligence_exemplar|disposable_device|exact_di_candidate|no_udi_candidate,false,,no_exact_result,0,true,family_only_current,true,false,false,,false,false,false,,,false,false,false
